city,city_ascii,state_id,state_name,county_name,lat,lng
Worthington,Worthington,IA,Iowa,Dubuque,42.398,-91.1207
Chamois,Chamois,MO,Missouri,Osage,38.6763,-91.77
Kenton,Kenton,DE,Delaware,Kent,39.2274,-75.6646
Little River,Little River,KS,Kansas,Rice,38.3983,-98.0149
Fargo,Fargo,OK,Oklahoma,Ellis,36.3743,-99.6221
Scipio,Scipio,UT,Utah,Millard,39.249,-112.1045
Natoma,Natoma,KS,Kansas,Osborne,39.1885,-99.0241
Carsonville,Carsonville,MI,Michigan,Sanilac,43.4257,-82.673
Hobart,Hobart,NY,New York,Delaware,42.3715,-74.6691
Hartford,Hartford,OH,Ohio,Licking,40.2395,-82.6884
Eagletown,Eagletown,OK,Oklahoma,McCurtain,34.0417,-94.57
Bethel Village,Bethel Village,IN,Indiana,Bartholomew,39.152,-85.9247
Crumpler,Crumpler,WV,West Virginia,McDowell,37.4262,-81.3313
Oklee,Oklee,MN,Minnesota,Red Lake,47.8387,-95.8496
Cove,Cove,TX,Texas,Chambers,29.8109,-94.8206
Suring,Suring,WI,Wisconsin,Oconto,45.0007,-88.3692
Bangor,Bangor,CA,California,Butte,39.3761,-121.4117
Miltona,Miltona,MN,Minnesota,Douglas,46.0462,-95.2932
Colome,Colome,SD,South Dakota,Tripp,43.2599,-99.7174
Malone,Malone,TX,Texas,Hill,31.9171,-96.8948
Mayview,Mayview,MO,Missouri,Lafayette,39.0529,-93.833
Ashby,Ashby,MN,Minnesota,Grant,46.0931,-95.8154
Almena,Almena,KS,Kansas,Norton,39.8913,-99.7097
Mattawana,Mattawana,PA,Pennsylvania,Mifflin,40.4968,-77.7283
Fairview,Fairview,MO,Missouri,Newton,36.8172,-94.0866
Las Gaviotas,Las Gaviotas,PR,Puerto Rico,Toa Baja,18.4368,-66.1907
Bloxom,Bloxom,VA,Virginia,Accomack,37.8292,-75.6214
Fernville,Fernville,PA,Pennsylvania,Columbia,41.0024,-76.4752
Northeast Harbor,Northeast Harbor,ME,Maine,Hancock,44.2936,-68.2914
Phillipsburg,Phillipsburg,OH,Ohio,Montgomery,39.904,-84.4008
Sheldon,Sheldon,MO,Missouri,Vernon,37.6583,-94.2955
Milan,Milan,MN,Minnesota,Chippewa,45.1127,-95.9117
Bayview,Bayview,NC,North Carolina,Beaufort,35.4414,-76.7928
Fayetteville,Fayetteville,IL,Illinois,St. Clair,38.3778,-89.7966
Montrose,Montrose,GA,Georgia,Laurens,32.5595,-83.1535
Kylertown,Kylertown,PA,Pennsylvania,Clearfield,40.9993,-78.1681
Miles,Miles,IA,Iowa,Jackson,42.0481,-90.3133
Kinde,Kinde,MI,Michigan,Huron,43.9405,-82.9963
Arrowsmith,Arrowsmith,IL,Illinois,McLean,40.4493,-88.6321
North Carrollton,North Carrollton,MS,Mississippi,Carroll,33.5187,-89.9193
Tontogany,Tontogany,OH,Ohio,Wood,41.421,-83.741
Uriah,Uriah,AL,Alabama,Monroe,31.3074,-87.4992
Witches Woods,Witches Woods,CT,Connecticut,Northeastern Connecticut,41.9485,-72.0724
Forsan,Forsan,TX,Texas,Howard,32.1104,-101.3668
East Lynn,East Lynn,IL,Illinois,Vermilion,40.4663,-87.8007
Sextonville,Sextonville,WI,Wisconsin,Richland,43.2795,-90.2924
Buffalo,Buffalo,IL,Illinois,Sangamon,39.8499,-89.4091
Chidester,Chidester,AR,Arkansas,Ouachita,33.702,-93.0238
Iron Gate,Iron Gate,VA,Virginia,Alleghany,37.7985,-79.7904
Weogufka,Weogufka,AL,Alabama,Coosa,33.0219,-86.3096
West Woodstock,West Woodstock,VT,Vermont,Windsor,43.6113,-72.5513
Ione,Ione,OR,Oregon,Morrow,45.5029,-119.822
Hanover,Hanover,MI,Michigan,Jackson,42.1001,-84.5542
Bradshaw,Bradshaw,NE,Nebraska,York,40.8835,-97.7468
Gustine,Gustine,TX,Texas,Comanche,31.8457,-98.4025
North Hampton,North Hampton,OH,Ohio,Clark,39.9893,-83.9443
Bourneville,Bourneville,OH,Ohio,Ross,39.2828,-83.1596
Joffre,Joffre,PA,Pennsylvania,Washington,40.3809,-80.3532
Shorehaven,Shorehaven,NY,New York,Dutchess,41.5555,-73.6631
Ewing,Ewing,IL,Illinois,Franklin,38.0889,-88.8528
Reynolds,Reynolds,ND,North Dakota,Traill,47.6685,-97.106
Eutawville,Eutawville,SC,South Carolina,Orangeburg,33.3978,-80.343
Stonefort,Stonefort,IL,Illinois,Saline,37.6178,-88.7051
Eden,Eden,ID,Idaho,Jerome,42.6053,-114.209
Counce,Counce,TN,Tennessee,Hardin,35.0404,-88.2717
Farragut,Farragut,IA,Iowa,Fremont,40.7201,-95.4808
Follett,Follett,TX,Texas,Lipscomb,36.434,-100.1408
Siloam,Siloam,GA,Georgia,Greene,33.5367,-83.0812
Glen Allen,Glen Allen,AL,Alabama,Fayette,33.8922,-87.7329
Skyland,Skyland,NV,Nevada,Douglas,39.0265,-119.9221
Alma,Alma,CO,Colorado,Park,39.286,-106.0672
Servia,Servia,IN,Indiana,Wabash,40.9567,-85.7405
Clear Lake,Clear Lake,IN,Indiana,Steuben,41.7388,-84.8391
Cedar Creek,Cedar Creek,AZ,Arizona,Gila,33.903,-110.1929
Callender,Callender,IA,Iowa,Webster,42.3616,-94.2955
Seltzer,Seltzer,PA,Pennsylvania,Schuylkill,40.696,-76.2366
Defiance,Defiance,PA,Pennsylvania,Bedford,40.1599,-78.2319
Gregory,Gregory,OK,Oklahoma,Rogers,36.1697,-95.5741
Abbeville,Abbeville,MS,Mississippi,Lafayette,34.5034,-89.5025
Waubun,Waubun,MN,Minnesota,Mahnomen,47.184,-95.9401
North Hyde Park,North Hyde Park,VT,Vermont,Lamoille,44.6702,-72.5927
Tutuilla,Tutuilla,OR,Oregon,Umatilla,45.6142,-118.7066
Depew,Depew,OK,Oklahoma,Creek,35.7969,-96.5302
Farmersburg,Farmersburg,IA,Iowa,Clayton,42.9593,-91.3667
Lyman,Lyman,NE,Nebraska,Scotts Bluff,41.9177,-104.0373
Mount Calm,Mount Calm,TX,Texas,Hill,31.7564,-96.8817
North Omak,North Omak,WA,Washington,Okanogan,48.444,-119.4459
Oahe Acres,Oahe Acres,SD,South Dakota,Hughes,44.4648,-100.3449
Rock Island,Rock Island,TX,Texas,Colorado,29.5189,-96.5702
Westfir,Westfir,OR,Oregon,Lane,43.7579,-122.5097
Dugway,Dugway,UT,Utah,Tooele,40.2307,-112.7541
Shidler,Shidler,OK,Oklahoma,Osage,36.7806,-96.6599
Tusayan,Tusayan,AZ,Arizona,Coconino,35.9549,-112.1202
Mineral Point,Mineral Point,MO,Missouri,Washington,37.9455,-90.7246
Lakeview,Lakeview,MS,Mississippi,DeSoto,34.9874,-90.1395
Henderson,Henderson,AR,Arkansas,Baxter,36.3774,-92.2155
Crowder,Crowder,OK,Oklahoma,Pittsburg,35.1158,-95.6783
Webbers Falls,Webbers Falls,OK,Oklahoma,Muskogee,35.5105,-95.1601
Slaughter Beach,Slaughter Beach,DE,Delaware,Sussex,38.915,-75.309
Hurley,Hurley,SD,South Dakota,Turner,43.2794,-97.0894
Malden,Malden,IL,Illinois,Bureau,41.4249,-89.3698
Horseshoe Lake,Horseshoe Lake,AR,Arkansas,Crittenden,34.9136,-90.308
Benton,Benton,CA,California,Mono,37.8189,-118.4845
Morrison,Morrison,CO,Colorado,Jefferson,39.6368,-105.2006
Orr,Orr,MN,Minnesota,St. Louis,48.0594,-92.8249
Stapleton,Stapleton,NE,Nebraska,Logan,41.4802,-100.5125
Burns,Burns,WY,Wyoming,Laramie,41.1909,-104.359
Franklintown,Franklintown,PA,Pennsylvania,York,40.0761,-77.0296
Seama,Seama,NM,New Mexico,Cibola,35.0429,-107.5272
Empire,Empire,MI,Michigan,Leelanau,44.8126,-86.0594
Kapalua,Kapalua,HI,Hawaii,Maui,20.9959,-156.6418
Cohasset,Cohasset,CA,California,Butte,39.9022,-121.7453
Otterville,Otterville,MO,Missouri,Cooper,38.703,-93.0027
Terminous,Terminous,CA,California,San Joaquin,38.1153,-121.4896
Covington,Covington,OK,Oklahoma,Garfield,36.3075,-97.5865
Smoketown,Smoketown,PA,Pennsylvania,Lancaster,40.0387,-76.204
Brethren,Brethren,MI,Michigan,Manistee,44.3048,-86.0168
Culdesac,Culdesac,ID,Idaho,Nez Perce,46.3749,-116.6703
Beallsville,Beallsville,OH,Ohio,Monroe,39.8489,-81.0354
Sunburst,Sunburst,MT,Montana,Toole,48.878,-111.9051
Allensville,Allensville,PA,Pennsylvania,Mifflin,40.533,-77.8142
Otter Lake,Otter Lake,IN,Indiana,Steuben,41.6368,-85.1681
Woodson,Woodson,TX,Texas,Throckmorton,33.0149,-99.0534
Woodbury,Woodbury,PA,Pennsylvania,Bedford,40.2255,-78.366
Pinehill,Pinehill,NM,New Mexico,Cibola,34.8922,-108.4224
Katie,Katie,OK,Oklahoma,Garvin,34.5832,-97.3389
El Prado Estates,El Prado Estates,AZ,Arizona,Yuma,32.7062,-114.5215
Buncombe,Buncombe,IL,Illinois,Johnson,37.4713,-88.9747
Accident,Accident,MD,Maryland,Garrett,39.6257,-79.32
Hammon,Hammon,OK,Oklahoma,Roger Mills,35.6323,-99.3832
San Patricio,San Patricio,TX,Texas,San Patricio,27.9772,-97.7766
Stanford,Stanford,IN,Indiana,Monroe,39.0898,-86.6667
Puerto de Luna,Puerto de Luna,NM,New Mexico,Guadalupe,34.8297,-104.6222
Golden,Golden,MO,Missouri,Barry,36.5266,-93.6637
Casar,Casar,NC,North Carolina,Cleveland,35.5127,-81.6168
Russellville,Russellville,IN,Indiana,Putnam,39.8569,-86.9833
Kilbourne,Kilbourne,LA,Louisiana,West Carroll,32.9971,-91.3139
Ramah,Ramah,NM,New Mexico,McKinley,35.1263,-108.5063
Mammoth,Mammoth,PA,Pennsylvania,Westmoreland,40.1987,-79.4628
Neche,Neche,ND,North Dakota,Pembina,48.983,-97.5517
Bode,Bode,IA,Iowa,Humboldt,42.868,-94.2863
Delmont,Delmont,NJ,New Jersey,Cumberland,39.2152,-74.9494
Montpelier,Montpelier,LA,Louisiana,St. Helena,30.6823,-90.6545
Munson,Munson,FL,Florida,Santa Rosa,30.8418,-86.887
Poy Sippi,Poy Sippi,WI,Wisconsin,Waushara,44.136,-88.9964
Wilmore,Wilmore,PA,Pennsylvania,Cambria,40.3873,-78.7172
Mesick,Mesick,MI,Michigan,Wexford,44.4043,-85.7171
Ghent,Ghent,WV,West Virginia,Raleigh,37.6221,-81.1057
North Pownal,North Pownal,VT,Vermont,Bennington,42.7984,-73.262
Rodey,Rodey,NM,New Mexico,Doña Ana,32.6538,-107.1358
Dubberly,Dubberly,LA,Louisiana,Webster,32.5413,-93.2374
Massena,Massena,IA,Iowa,Cass,41.2506,-94.7698
Baron,Baron,OK,Oklahoma,Adair,35.9308,-94.6089
Stonerstown,Stonerstown,PA,Pennsylvania,Bedford,40.2155,-78.2572
Long,Long,OK,Oklahoma,Sequoyah,35.4993,-94.547
Evening Shade,Evening Shade,OK,Oklahoma,Sequoyah,35.6195,-94.9104
Emden,Emden,IL,Illinois,Logan,40.2982,-89.4851
Homer,Homer,NE,Nebraska,Dakota,42.3225,-96.4912
McLean,McLean,NY,New York,Tompkins,42.5517,-76.2942
Grosse Tete,Grosse Tete,LA,Louisiana,Iberville,30.4148,-91.4395
Wykoff,Wykoff,MN,Minnesota,Fillmore,43.7086,-92.2674
Blue Eye,Blue Eye,MO,Missouri,Stone,36.515,-93.3828
Mondamin,Mondamin,IA,Iowa,Harrison,41.71,-96.0215
Orestes,Orestes,IN,Indiana,Madison,40.271,-85.7247
Vandalia,Vandalia,MI,Michigan,Cass,41.9189,-85.9143
Odessa,Odessa,DE,Delaware,New Castle,39.4565,-75.6605
Vina,Vina,AL,Alabama,Franklin,34.3757,-88.0602
Low Moor,Low Moor,VA,Virginia,Alleghany,37.7952,-79.8695
Norwood,Norwood,KY,Kentucky,Jefferson,38.2522,-85.6109
Simpson,Simpson,LA,Louisiana,Vernon,31.264,-93.0193
Vincentown,Vincentown,NJ,New Jersey,Burlington,39.9367,-74.7519
Waveland,Waveland,IN,Indiana,Montgomery,39.8775,-87.0456
Tetonia,Tetonia,ID,Idaho,Teton,43.8147,-111.1586
Madison,Madison,MO,Missouri,Monroe,39.4735,-92.2117
Brownsdale,Brownsdale,FL,Florida,Santa Rosa,30.8859,-87.2218
East New Market,East New Market,MD,Maryland,Dorchester,38.597,-75.9232
Kasigluk,Kasigluk,AK,Alaska,Bethel,60.8785,-162.5272
Kingsley,Kingsley,KY,Kentucky,Jefferson,38.2219,-85.6726
Blanket,Blanket,TX,Texas,Brown,31.8243,-98.7896
Rowesville,Rowesville,SC,South Carolina,Orangeburg,33.3722,-80.8362
Coleville,Coleville,CA,California,Mono,38.5806,-119.5029
Pierce,Pierce,ID,Idaho,Clearwater,46.4931,-115.7995
Pottersville,Pottersville,NJ,New Jersey,Hunterdon,40.7133,-74.7253
Speculator,Speculator,NY,New York,Hamilton,43.5944,-74.3822
Runnells,Runnells,IA,Iowa,Polk,41.5141,-93.3601
Kidder,Kidder,MO,Missouri,Caldwell,39.7822,-94.1023
Tupelo,Tupelo,OK,Oklahoma,Coal,34.6027,-96.4208
Oregon Shores,Oregon Shores,OR,Oregon,Klamath,42.5376,-121.9216
Melrose,Melrose,OH,Ohio,Paulding,41.0887,-84.42
Depauville,Depauville,NY,New York,Jefferson,44.1425,-76.0452
Prescott,Prescott,MI,Michigan,Ogemaw,44.1916,-83.9323
Lavelle,Lavelle,PA,Pennsylvania,Schuylkill,40.7623,-76.3869
Dawson,Dawson,PA,Pennsylvania,Fayette,40.0474,-79.657
Chicopee,Chicopee,KS,Kansas,Crawford,37.3835,-94.7444
Kendall,Kendall,WI,Wisconsin,Monroe,43.7926,-90.3677
Mindenmines,Mindenmines,MO,Missouri,Barton,37.4728,-94.5889
Wakonda,Wakonda,SD,South Dakota,Clay,43.0081,-97.106
Nelson,Nelson,AZ,Arizona,Pima,32.4298,-111.2649
Donaldson,Donaldson,AR,Arkansas,Hot Spring,34.235,-92.9195
Altenburg,Altenburg,MO,Missouri,Perry,37.6304,-89.586
Bruin,Bruin,PA,Pennsylvania,Butler,41.0544,-79.7273
Uvalda,Uvalda,GA,Georgia,Montgomery,32.0371,-82.5081
Parker School,Parker School,MT,Montana,Hill,48.2468,-109.7341
Freeburg,Freeburg,MO,Missouri,Osage,38.3162,-91.9222
Port Jefferson,Port Jefferson,OH,Ohio,Shelby,40.3304,-84.0925
Uniontown,Uniontown,WA,Washington,Whitman,46.5391,-117.0861
Silas,Silas,AL,Alabama,Choctaw,31.7678,-88.3258
Cayuga,Cayuga,NY,New York,Cayuga,42.9191,-76.7265
Brisbin,Brisbin,PA,Pennsylvania,Clearfield,40.8395,-78.3526
New River,New River,VA,Virginia,Pulaski,37.1408,-80.593
Sardis,Sardis,OH,Ohio,Monroe,39.6266,-80.9059
Shonto,Shonto,AZ,Arizona,Navajo,36.5893,-110.6607
Millwood,Millwood,PA,Pennsylvania,Westmoreland,40.3504,-79.2853
Ackerly,Ackerly,TX,Texas,Martin,32.5251,-101.7158
Newburg,Newburg,PA,Pennsylvania,Cumberland,40.137,-77.5546
Titanic,Titanic,OK,Oklahoma,Adair,35.8889,-94.7434
Encampment,Encampment,WY,Wyoming,Carbon,41.2088,-106.7948
Chemung,Chemung,IL,Illinois,McHenry,42.4162,-88.6641
Lyman,Lyman,WA,Washington,Skagit,48.523,-122.0634
Oakview,Oakview,MO,Missouri,Clay,39.2086,-94.5704
Rhinecliff,Rhinecliff,NY,New York,Dutchess,41.922,-73.9439
Bolivar,Bolivar,PA,Pennsylvania,Westmoreland,40.3952,-79.1521
Millerton,Millerton,PA,Pennsylvania,Tioga,41.9868,-76.9396
Willshire,Willshire,OH,Ohio,Van Wert,40.7466,-84.7924
Lost Creek,Lost Creek,WV,West Virginia,Harrison,39.1628,-80.3483
Hartland,Hartland,MN,Minnesota,Freeborn,43.8042,-93.4843
Calhan,Calhan,CO,Colorado,El Paso,39.0345,-104.2994
Ridgeley,Ridgeley,WV,West Virginia,Mineral,39.6432,-78.7711
Armington,Armington,IL,Illinois,Tazewell,40.3397,-89.3144
Simpson,Simpson,NC,North Carolina,Pitt,35.5753,-77.279
Ramer,Ramer,TN,Tennessee,McNairy,35.0718,-88.6147
Azure,Azure,MT,Montana,Hill,48.305,-109.8073
Walker Lake,Walker Lake,NV,Nevada,Mineral,38.6458,-118.7563
Clyman,Clyman,WI,Wisconsin,Dodge,43.3116,-88.7232
Deepwater,Deepwater,MO,Missouri,Henry,38.2592,-93.7746
Dunfermline,Dunfermline,IL,Illinois,Fulton,40.4917,-90.0323
Keystone,Keystone,SD,South Dakota,Pennington,43.8949,-103.4268
Guys,Guys,TN,Tennessee,McNairy,35.0191,-88.5427
Finger,Finger,TN,Tennessee,McNairy,35.357,-88.6169
Barryton,Barryton,MI,Michigan,Mecosta,43.7505,-85.1436
Franklin,Franklin,NY,New York,Delaware,42.3415,-75.1659
Winchester,Winchester,KS,Kansas,Jefferson,39.3226,-95.2688
South Solon,South Solon,OH,Ohio,Madison,39.7374,-83.6127
Sanders,Sanders,KY,Kentucky,Carroll,38.6549,-84.9466
Briarwood,Briarwood,KY,Kentucky,Jefferson,38.278,-85.5926
Hiltons,Hiltons,VA,Virginia,Scott,36.6548,-82.4678
Alcolu,Alcolu,SC,South Carolina,Clarendon,33.7547,-80.2221
Sacaton Flats Village,Sacaton Flats Village,AZ,Arizona,Pinal,33.0559,-111.659
Wilmar,Wilmar,AR,Arkansas,Drew,33.6264,-91.9294
Silver Creek,Silver Creek,NE,Nebraska,Merrick,41.3152,-97.6652
Jamesville,Jamesville,NC,North Carolina,Martin,35.8122,-76.9002
Ewing,Ewing,NE,Nebraska,Holt,42.2594,-98.3438
Old Brownsboro Place,Old Brownsboro Place,KY,Kentucky,Jefferson,38.2892,-85.6132
Cofield,Cofield,NC,North Carolina,Hertford,36.3567,-76.9106
Blythedale,Blythedale,MO,Missouri,Harrison,40.4752,-93.928
Hanska,Hanska,MN,Minnesota,Brown,44.1487,-94.4945
Keytesville,Keytesville,MO,Missouri,Chariton,39.4313,-92.9371
Hopkins,Hopkins,MO,Missouri,Nodaway,40.5511,-94.8169
Glendon,Glendon,PA,Pennsylvania,Northampton,40.6607,-75.2364
Gopher Flats,Gopher Flats,OR,Oregon,Umatilla,45.6658,-118.7225
Union,Union,NH,New Hampshire,Carroll,43.4912,-71.0231
Newcastle,Newcastle,NE,Nebraska,Dixon,42.6524,-96.874
Lennon,Lennon,MI,Michigan,Shiawassee,42.9855,-83.9325
Whites Landing,Whites Landing,OH,Ohio,Erie,41.4308,-82.8957
St. Louisville,St. Louisville,OH,Ohio,Licking,40.1711,-82.4179
Ramey,Ramey,PA,Pennsylvania,Clearfield,40.8017,-78.3994
South Union,South Union,SC,South Carolina,Oconee,34.5536,-83.0509
Neosho Rapids,Neosho Rapids,KS,Kansas,Lyon,38.3685,-95.9916
Middletown,Middletown,IA,Iowa,Des Moines,40.8279,-91.2622
Fisher,Fisher,MN,Minnesota,Polk,47.7992,-96.7993
Hico,Hico,WV,West Virginia,Fayette,38.1166,-81.0112
Madison,Madison,VA,Virginia,Madison,38.3794,-78.2586
Point Reyes Station,Point Reyes Station,CA,California,Marin,38.0847,-122.8093
Matagorda,Matagorda,TX,Texas,Matagorda,28.697,-95.9668
Bremen,Bremen,KY,Kentucky,Muhlenberg,37.3623,-87.2201
Petersburg,Petersburg,PA,Pennsylvania,Huntingdon,40.5727,-78.0506
Arboles,Arboles,CO,Colorado,Archuleta,37.0201,-107.4221
King Salmon,King Salmon,AK,Alaska,Bristol Bay,58.753,-156.5061
Glacier Colony,Glacier Colony,MT,Montana,Glacier,48.8287,-112.2149
Delleker,Delleker,CA,California,Plumas,39.8102,-120.4968
Fletcher,Fletcher,OH,Ohio,Miami,40.1417,-84.1119
Benedict,Benedict,NE,Nebraska,York,41.0063,-97.6072
Greenehaven,Greenehaven,AZ,Arizona,Coconino,36.9959,-111.5566
Peterson,Peterson,IA,Iowa,Clay,42.9176,-95.3434
Lovingston,Lovingston,VA,Virginia,Nelson,37.7605,-78.8688
Brimley,Brimley,MI,Michigan,Chippewa,46.406,-84.5786
Beaver Creek,Beaver Creek,MT,Montana,Hill,48.5437,-109.8068
Hamburg,Hamburg,OH,Ohio,Fairfield,39.6519,-82.6608
Zeba,Zeba,MI,Michigan,Baraga,46.7928,-88.4133
Rico,Rico,CO,Colorado,Dolores,37.6891,-108.0316
Lynnville,Lynnville,TN,Tennessee,Giles,35.3782,-87.0054
Napoleonville,Napoleonville,LA,Louisiana,Assumption,29.9384,-91.0263
Sheldahl,Sheldahl,IA,Iowa,Polk,41.8646,-93.6967
Orchard,Orchard,NE,Nebraska,Antelope,42.3368,-98.2411
Oakland,Oakland,MS,Mississippi,Yalobusha,34.0576,-89.9132
Chowan Beach,Chowan Beach,NC,North Carolina,Chowan,36.2142,-76.7107
Manilla,Manilla,IN,Indiana,Rush,39.5727,-85.622
Hickox,Hickox,GA,Georgia,Brantley,31.1471,-81.9952
Rensselaer Falls,Rensselaer Falls,NY,New York,St. Lawrence,44.5909,-75.319
Clarendon,Clarendon,PA,Pennsylvania,Warren,41.7806,-79.094
Veyo,Veyo,UT,Utah,Washington,37.3375,-113.6931
Alto Pass,Alto Pass,IL,Illinois,Union,37.5737,-89.3192
Lyon,Lyon,MS,Mississippi,Coahoma,34.2169,-90.543
Ernest,Ernest,PA,Pennsylvania,Indiana,40.6782,-79.1645
Wharton,Wharton,OH,Ohio,Wyandot,40.8613,-83.4648
Canadohta Lake,Canadohta Lake,PA,Pennsylvania,Crawford,41.8176,-79.8364
Oval,Oval,PA,Pennsylvania,Lycoming,41.1522,-77.1745
Piney Grove,Piney Grove,GA,Georgia,Harris,32.6218,-85.0368
Pitkin,Pitkin,LA,Louisiana,Vernon,30.9344,-92.9267
Hornbrook,Hornbrook,CA,California,Siskiyou,41.908,-122.5597
Potsdam,Potsdam,OH,Ohio,Miami,39.9637,-84.4148
Axson,Axson,GA,Georgia,Atkinson,31.2766,-82.7236
Fort Coffee,Fort Coffee,OK,Oklahoma,Le Flore,35.2942,-94.5731
Plainfield,Plainfield,IA,Iowa,Bremer,42.8447,-92.5359
Shrewsbury,Shrewsbury,WV,West Virginia,Kanawha,38.2079,-81.4671
Eldora,Eldora,CO,Colorado,Boulder,39.9536,-105.578
Lostine,Lostine,OR,Oregon,Wallowa,45.4868,-117.4296
Mount Cory,Mount Cory,OH,Ohio,Hancock,40.9349,-83.8236
Sharpsburg,Sharpsburg,GA,Georgia,Coweta,33.337,-84.6504
Liberty,Liberty,TN,Tennessee,DeKalb,36.0046,-85.9779
Pilot Station,Pilot Station,AK,Alaska,Kusilvak,61.9422,-162.8828
Fairview,Fairview,IL,Illinois,Fulton,40.6485,-90.1841
Mercer,Mercer,MO,Missouri,Mercer,40.5106,-93.5299
Eagle,Eagle,PA,Pennsylvania,Chester,40.0764,-75.6855
Huntley,Huntley,MT,Montana,Yellowstone,45.8995,-108.3054
Miltonvale,Miltonvale,KS,Kansas,Cloud,39.3496,-97.4523
Ridgefield,Ridgefield,IL,Illinois,McHenry,42.2707,-88.362
Unadilla,Unadilla,NE,Nebraska,Otoe,40.6826,-96.2699
McGuffey,McGuffey,OH,Ohio,Hardin,40.6928,-83.7859
Kukuihaele,Kukuihaele,HI,Hawaii,Hawaii,20.1195,-155.5654
Martins Creek,Martins Creek,PA,Pennsylvania,Northampton,40.7816,-75.1912
Ropesville,Ropesville,TX,Texas,Hockley,33.4133,-102.1552
Patten,Patten,ME,Maine,Penobscot,46.0043,-68.4427
Spalding,Spalding,NE,Nebraska,Greeley,41.6892,-98.3626
Sinclair,Sinclair,WY,Wyoming,Carbon,41.7761,-107.1199
Wilburton Number One,Wilburton Number One,PA,Pennsylvania,Columbia,40.8127,-76.3931
Dallas,Dallas,WI,Wisconsin,Barron,45.2591,-91.8142
Maribel,Maribel,WI,Wisconsin,Manitowoc,44.2775,-87.8025
Coaldale,Coaldale,CO,Colorado,Fremont,38.3558,-105.8131
Alleman,Alleman,IA,Iowa,Polk,41.8149,-93.6092
Hundred,Hundred,WV,West Virginia,Wetzel,39.6835,-80.4575
Smartsville,Smartsville,CA,California,Yuba,39.2053,-121.2928
Pineland,Pineland,FL,Florida,Lee,26.6642,-82.1477
Norman,Norman,AR,Arkansas,Montgomery,34.4584,-93.6791
Sudlersville,Sudlersville,MD,Maryland,Queen Anne's,39.1833,-75.8535
Bayside,Bayside,TX,Texas,Refugio,28.0966,-97.2109
Northmoor,Northmoor,MO,Missouri,Platte,39.1845,-94.6054
Buxton,Buxton,ND,North Dakota,Traill,47.6021,-97.0976
Wardensville,Wardensville,WV,West Virginia,Hardy,39.0768,-78.593
Laceyville,Laceyville,PA,Pennsylvania,Wyoming,41.6457,-76.1589
Seward,Seward,PA,Pennsylvania,Westmoreland,40.413,-79.0219
Amboy,Amboy,IN,Indiana,Miami,40.6017,-85.9272
Misquamicut,Misquamicut,RI,Rhode Island,Washington,41.3237,-71.822
Bellflower,Bellflower,IL,Illinois,McLean,40.3404,-88.5258
Mount Carmel,Mount Carmel,SC,South Carolina,McCormick,34.0185,-82.5045
Lancaster,Lancaster,KS,Kansas,Atchison,39.571,-95.3037
Horton Bay,Horton Bay,MI,Michigan,Charlevoix,45.2814,-85.0742
South Bethlehem,South Bethlehem,PA,Pennsylvania,Armstrong,40.9991,-79.3395
Hector,Hector,AR,Arkansas,Pope,35.4646,-92.9759
Avondale,Avondale,CO,Colorado,Pueblo,38.2351,-104.3482
Fort Wingate,Fort Wingate,NM,New Mexico,McKinley,35.4708,-108.5439
Hostetter,Hostetter,PA,Pennsylvania,Westmoreland,40.264,-79.3977
Chauncey,Chauncey,WV,West Virginia,Logan,37.7652,-81.9834
Grubbs,Grubbs,AR,Arkansas,Jackson,35.654,-91.0755
Moneta,Moneta,VA,Virginia,Bedford,37.1886,-79.6133
Paris,Paris,MS,Mississippi,Lafayette,34.1749,-89.4519
Narrowsburg,Narrowsburg,NY,New York,Sullivan,41.6034,-75.0563
Endicott,Endicott,WA,Washington,Whitman,46.9282,-117.6867
Warren City,Warren City,TX,Texas,Gregg,32.553,-94.9056
Joppa,Joppa,AL,Alabama,Cullman,34.2982,-86.5506
Turin,Turin,GA,Georgia,Coweta,33.3234,-84.6374
Plainview,Plainview,CA,California,Tulare,36.1431,-119.1355
Kapowsin,Kapowsin,WA,Washington,Pierce,46.9727,-122.2273
Scotia,Scotia,NE,Nebraska,Greeley,41.4678,-98.7024
Wounded Knee,Wounded Knee,SD,South Dakota,Oglala Lakota,43.1435,-102.3681
New Blaine,New Blaine,AR,Arkansas,Logan,35.2931,-93.4202
Brownsville,Brownsville,OH,Ohio,Licking,39.9437,-82.2516
Lake Sherwood,Lake Sherwood,WI,Wisconsin,Adams,44.2057,-89.7942
Palmer,Palmer,MI,Michigan,Marquette,46.4436,-87.5817
Charlottesville,Charlottesville,IN,Indiana,Hancock,39.7903,-85.6128
Minburn,Minburn,IA,Iowa,Dallas,41.7576,-94.0285
Stapleton,Stapleton,GA,Georgia,Jefferson,33.2169,-82.4672
Palmer,Palmer,NE,Nebraska,Merrick,41.2224,-98.2599
Darwin,Darwin,MN,Minnesota,Meeker,45.0969,-94.4137
Thomaston,Thomaston,AL,Alabama,Marengo,32.2683,-87.6237
Herbst,Herbst,IN,Indiana,Grant,40.5145,-85.7815
Marion,Marion,MN,Minnesota,Olmsted,43.9431,-92.3531
Turpin,Turpin,OK,Oklahoma,Beaver,36.8705,-100.8825
Kingsville,Kingsville,MO,Missouri,Johnson,38.7438,-94.0699
